"Service URN","Service Name","Known as","Service Type","Service Sub-Type","Provision For","Service Address Line 1","Service Address Line 2","Service Address Line 3","Service Town/City","Service Postcode","Service Address UPRN","Local Authority","Other Service Address(es)","Domiciliary care area","Primary telephone number","Primary email address","Website","Main Operating Language of Service","Flying Start Provider","Registered to deliver childcare offer","Delivers early years part time education","Maximum No. of Places","Service Ratings","Provides care during","Term Time Sunday Opening Time","Term Time Sunday Closing Time","Term Time Sunday Overnight Care Provided","Term Time Monday Opening Time","Term Time Monday Closing Time","Term Time Monday Overnight Care Provided","Term Time Tuesday Opening Time","Term Time Tuesday Closing Time","Term Time Tuesday Overnight Care Provided","Term Time Wednesday Opening Time","Term Time Wednesday Closing Time","Term Time Wednesday Overnight Care Provided","Term Time Thursday Opening Time","Term Time Thursday Closing Time","Term Time Thursday Overnight Care Provided","Term Time Friday Opening Time","Term Time Friday Closing Time","Term Time Friday Overnight Care Provided","Term Time Saturday Opening Time","Term Time Saturday Closing Time","Term Time Saturday Overnight Care Provided","Holidays Sunday Opening Time","Holidays Sunday Closing Time","Holidays Sunday Overnight Care Provided","Holidays Monday Opening Time","Holidays Monday Closing Time","Holidays Monday Overnight Care Provided","Holidays Tuesday Opening Time","Holidays Tuesday Closing Time","Holidays Tuesday Overnight Care Provided","Holidays Wednesday Opening Time","Holidays Wednesday Closing Time","Holidays Wednesday Overnight Care Provided","Holidays Thursday Opening Time","Holidays Thursday Closing Time","Holidays Thursday Overnight Care Provided","Holidays Friday Opening Time","Holidays Friday Closing Time","Holidays Friday Overnight Care Provided","Holidays Saturday Opening Time","Holidays Saturday Closing Time","Holidays Saturday Overnight Care Provided","Responsible Individual Names","Registered Person Names","Standard Conditions","Imposed Conditions","Provider URN","Provider Name","Provider Address Line 1","Provider Address Line 2","Provider Address Line 3","Provider Town/City","Provider Postcode","Provider Address UPRN","Provider Type","Company Number","Charity Number","Provider Website","Provider Registration Date","Provider Conditions","Provider No. of Approved Services","Last Updated On"
"SIN-00013240-CDXD","Seren Healthcare Solutions Limited","","Domiciliary Support Service","None","Supported living","Alexandra Gate Business Centre Ltd","2 Alexandra Gate","Ffordd Pengam","Cardiff","CF24 2SA","10091969175","","South Wales Chamber Of Commerce , 29 To 30 Orion Suite , Enterprise Way , Newport , NP20 2DX","Cardiff and Vale","01633526711","info@serenhealthcaresolutions.co.uk","","English","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stellah Chinamo","","Seren Healthcare Solutions Limited is registered to provide a domiciliary support service in Cardiff and Vale regional partnership area; The responsible individual for this service is Stellah VIMBAI Chinamo","","SPROV-00005108-SNQH","Seren Healthcare Solutions Limited","71 - 75 Shelton Street ","Greater London ","United Kingdom ","London ","WC2H 9JQ","5164230","Limited Company","12613839","","www.serenhealthcaresolutions.co.uk","30/10/2020","","2","28/11/2024 13:56"
"SIN-00012242-WHWJ","Seren Super Stars Preschool","","Childrens Day Care","Sessional Day Care","","Ysgol Ffordd Dyffryn","Dyffryn Road","","Llandudno","LL30 2LZ","200001852377","Conwy","","","01492874129","Serensuperstars@yahoo.com","serensuperstars.co.uk","English","Yes","Yes","Yes","24","","Term Time only","","","","09:00","12:00","No","09:00","12:00","No","09:00","12:00","No","09:00","12:00","No","09:00","12:00","No","","","","","","","","","","","","","","","","","","","","","","","","","Samantha Brookes","","The maximum number of children to be cared for at any time must not exceed 24.; The responsible individual for this service is Samantha Karen Brookes","","SPROV-00005245-DQYW","Seren Super Stars Pre-School","Ysgol Ffordd Dyffryn","Dyffryn Road","","Llandudno","LL30 2LZ","200001852377","Charitable Incorporated Organisation","","1185477","serensuperstars.co.uk","17/12/2020","","1","01/05/2025 17:49"
"SIN-00012209-FCKM","Seren Support Services Ltd (Cardiff and Vale)","","Domiciliary Support Service","None","Supported living","The Maltings","East Tyndall Street","","Cardiff","CF24 5EA","100101042117","","","Cardiff and Vale","03003035345","info@seren.wales","www.seren.wales","English","","","","0","Well-being: Excellent; Care and Support: Excellent; Leadership and Management: Excellent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Michelle Combstock","","Seren Support Services Ltd is registered to provide a domiciliary support service in Cardiff and Vale regional partnership area; The responsible individual for this service is Michelle Combstock","","SPROV-00000903-QNMD","Seren Support Services Ltd","Seren Support Services Ltd","Llewellyn House Harbourside Business Park","Harbourside Road","Port Talbot","SA13 1SB","10094264625","Limited Company","07842022","","www.seren.wales","26/04/2019","","1","04/08/2026 14:38"
"SIN-00011211-LTKT","Seren Support Services Ltd (Cwm Taf)","","Domiciliary Support Service","None","Supported living","Llewellyn House, Harbourside Business Park","Harbourside Road","","Port Talbot","SA13 1SB","10094264625","","","Cwm Taf Morgannwg","03003035345","info@seren.wales","www.seren.wales","English","","","","0","Well-being: Good; Care and Support: Good; Leadership and Management: Good","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Michelle Combstock","","Seren Support Services Ltd is registered to provide a domiciliary support service in Cwm Taf Morgannwg regional partnership area; The responsible individual for this service is Michelle Combstock","","SPROV-00000903-QNMD","Seren Support Services Ltd","Seren Support Services Ltd","Llewellyn House Harbourside Business Park","Harbourside Road","Port Talbot","SA13 1SB","10094264625","Limited Company","07842022","","www.seren.wales","26/04/2019","","2","22/04/2026 16:32"
"SIN-00010353-QMRK","Seren Support Services Ltd (Gwent)","","Domiciliary Support Service","None","Supported living","The Maltings","East Tyndall Street","","Cardiff","CF24 5EA","100101042117","","","Gwent","03003035345","info@seren.wales","www.seren.wales","English","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Michelle Combstock","","The responsible individual for this service is Michelle Combstock; Seren Support Services Ltd is registered to provide a domiciliary support service in Gwent regional partnership area","","SPROV-00000903-QNMD","Seren Support Services Ltd","Seren Support Services Ltd","Llewellyn House Harbourside Business Park","Harbourside Road","Port Talbot","SA13 1SB","10094264625","Limited Company","07842022","","www.seren.wales","26/04/2019","","4","22/04/2026 16:30"
"SIN-00011221-YJJF","Seren Support Services Ltd (West Wales)","","Domiciliary Support Service","None","Supported living","Seren Support Services Ltd","Llewellyn House Harbourside Business Park","Harbourside Road","Port Talbot","SA13 1SB","10094264625","","","West Wales","03003034345","info@seren.wales","www.seren.wales","English","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Michelle Combstock","","Seren Support Services Ltd is registered to provide a domiciliary support service in West Wales regional partnership area; The responsible individual for this service is Michelle Combstock","","SPROV-00000903-QNMD","Seren Support Services Ltd","Seren Support Services Ltd","Llewellyn House Harbourside Business Park","Harbourside Road","Port Talbot","SA13 1SB","10094264625","Limited Company","07842022","","www.seren.wales","26/04/2019","","5","22/04/2026 16:32"
"SIN-00010351-VRPV","Seren Support Services Ltd (Western Bay)","","Domiciliary Support Service","None","Supported living","Seren Support Services Ltd","Llewellyn House Harbourside Business Park","Harbourside Road","Port Talbot","SA13 1SB","10094264625","","","West Glamorgan","01792952640","info@seren.wales","www.serensupportservices.co.uk","English","","","","0","Well-being: Good; Care and Support: Good; Leadership and Management: Good","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Michelle Combstock","","Seren Support Services Ltd is registered to provide a domiciliary support service in West Glamorgan regional partnership area; The responsible individual for this service is Michelle Combstock","","SPROV-00000903-QNMD","Seren Support Services Ltd","Seren Support Services Ltd","Llewellyn House Harbourside Business Park","Harbourside Road","Port Talbot","SA13 1SB","10094264625","Limited Company","07842022","","www.seren.wales","26/04/2019","","3","22/04/2026 16:32"
"SIN-00015688-VCXG","Seren Welsh","","Child Minder","None","","","","","Cardiff","","","Cardiff","","","07507585387","serenlwelsh@yahoo.co.uk","","English","No","Yes","No","10","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time and Holidays","","","","08:00","17:30","No","08:00","17:30","No","08:00","17:30","No","08:00","17:30","No","","","","","","","","","","08:00","17:30","No","08:00","17:30","No","08:00","17:30","No","08:00","17:30","No","","","","","","","","Seren Welsh","The maximum number of children to be looked after at any time must not exceed 10. This includes any children for which you are not receiving a reward.","When working with another child minder from the same address, the maximum number of children to be looked after must not exceed 10. This includes any children for which you are not receiving a reward.","","","","","","","","","","","","","","","","09/07/2026 07:28"
"SIN-00009024-VVCG","Serenbrook Care Home","","Care Home Service","Adults Without Nursing","Personal care for adults, Learning disability, Mental health","30 Coldbrook Road East","","","Barry","CF63 1NG","64043858","Vale of Glamorgan","","","01446721906","valebrookcarehomes@hotmail.com","https://valebrookcarehomes.co.uk","English","","","","3","Well-being: Excellent; Care and Support: Excellent; Environment: Good; Leadership and Management: Excellent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ashley Moore","","A maximum of 3 individuals can be accommodated at this service; Valebrook Care Homes Ltd is registered to provide a Care Home Service at Serenbrook Care Home ; The responsible individual for this service is Ashley Barbara Moore","","SPROV-00000255-CGYG","Valebrook Care Homes Ltd","374 Cowbridge Road East","Canton","","Cardiff","CF5 1JJ","","Limited Company","05556806","","","16/08/2018","","3","23/04/2026 09:02"
"SIN-00009851-FQHD","Serendipity Care and Support Ltd","","Domiciliary Support Service","None","","Serendipity","42 New Road","","Porthcawl","CF36 5DN","100100515156","","","Cwm Taf Morgannwg","01656760840","Matthew.Penpraze@serendipitycare.com","","English","","","","0","Well-being: Excellent; Care and Support: Excellent; Leadership and Management: Excellent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Matthew Penpraze","","The responsible individual for this service is Matthew William Penpraze; Serendipity Care and Support Ltd is registered to provide a domiciliary support service in Cwm Taf Regional Partnership Area","","SPROV-00000669-VPLP","Serendipity Care and Support Ltd","42A New Road","","","Porthcawl","CF36 5DN","100100515156","Limited Company","07671995","","www.serendipitycare.com","04/10/2018","","2","08/05/2026 12:54"
"SIN-00004803","Serendipity Day Nursery","","Childrens Day Care","Full Day Care","","Pembrey Cp Old School","Ashburnham Road","Pembrey","Llanelli","SA16 0TP","200002956816","Carmarthenshire","","","01554835270","serendipitycreche@hotmail.co.uk","www.serendipitynurseryandafterschool.co.uk","English","Yes","Yes","No","24","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time and Holidays","","","","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","","","","","","","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","","","","","Gail JONES","The maximum number of children to be looked after at any time must not exceed 24.","","","","","","","","","","","","","","","","","25/08/2025 04:32"
"SIN-00007801","Serendipity Flying Start","","Childrens Day Care","Sessional Day Care","","The Cabin, Pembrey Primary School","Ashburnham Road Pembrey","","Burry Port","SA16 0TP","200002956816","Carmarthenshire","","","","serendipitycrechedechraundeg@yahoo.com","","","Yes","Yes","No","16","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time only","","","","09:05","14:45","No","09:05","14:45","No","09:05","14:45","No","09:05","14:45","No","09:05","14:45","No","","","","","","","","","","","","","","","","","","","","","","","","","","Gail JONES","The maximum number of children to be looked after at any time must not exceed 16.","","","","","","","","","","","","","","","","","22/07/2025 13:02"
"SIN-00012441-VFLC","Serene Support Services Limited","","Domiciliary Support Service","None","Supported living","Jesmond Dene","Park View","","Tredegar","NP22 3NZ","100100974733","","","Gwent","07875487867","leah@serenesupportservicesltd.co.uk","","English","","","","0","Well-being: Excellent; Care and Support: Good; Leadership and Management: Good","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Leah Evans","","Serene Support Services Limited is registered to provide a domiciliary support service in Gwent regional partnership area; The responsible individual for this service is Leah Evans","","SPROV-00005358-SLTJ","Serene Support Services Limited","Jesmond Dene","Park View","","Tredegar","NP22 3NZ","100100974733","Limited Company","12940322","","","31/08/2021","","1","25/06/2026 09:12"
"SIN-00015905-ZXFR","Serenissima Care Home","","Care Home Service","Childrens Home","Nursing care for children, Personal care for children, Learning disability, Mental health","","","","Ammanford","","","Carmarthenshire","","","07980238219","ben@safestepscare.org","www.safestepscare.org","English","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Benjamin Hinchey","","A maximum of 2 individuals can be accommodated at this service.; The responsible individual for this service is Benjamin Joseph Hinchey","","SPROV-00006646-FCMG","Safe Steps Care Limited","Serenissima","Heol Y Felin","","Ammanford","SA18 2HL","200001842519","Limited Company","16459298","","www.safestepscare.org","19/11/2025","","1","14/07/2026 08:36"
"SIN-00010430-YPDR","Serenity Support Services Ltd","","Domiciliary Support Service","None","Supported living","Room G5","Ty Cynon","Navigation Park","Mountain Ash","CF45 4SN","10091206613","","","Cwm Taf Morgannwg","01443478231","info@serenitysupportservices.co.uk","www.serenitysupportservices.co.uk","English","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jennifer Ross","","The responsible individual for this service is Jennifer Lindsay Ross; Serenity Support Services Ltd is registered to provide a domiciliary support service in Cwm Taf Morgannwg  regional partnership area","","SPROV-00000929-CKPB","Serenity Support Services Ltd","21 Milbourne Street","","","Mountain Ash","CF45 4YL","100100709748","Limited Company","10028141","","www.serenitysupportservices.co.uk","03/05/2019","","1","07/03/2025 15:32"
"SIN-00015061-JHPX","Service Direct West Wales","","Domiciliary Support Service","None","","Unit 3","63 Charles Street","Milford Haven","Pembrokeshire","SA73 2HA","100101023542","","","West Wales","07446325981","grantgriffiths1@icloud.com","","English","","","","0","Well-being: Good; Care and Support: Good; Leadership and Management: Good","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Grant Harries-Griffiths","","Service Direct Limited is registered to provide a domiciliary support service in West Wales regional partnership area; The responsible individual for this service is Grant John Harries-Griffiths","","SPROV-00006301-DFRG","Service Direct Limited","4 Knoyle Street","Treboeth","","Swansea","SA5 9AY","100100378151","Limited Company","15307453","","www.service-direct.co.uk","13/03/2025","","1","31/07/2026 07:32"
"SIN-00008483-MQSW","Severn Care Club","","Childrens Day Care","Full Day Care","","Severn Primary School","Severn Road","","Cardiff","CF11 9DZ","10023544698","Cardiff","","","02920387507","karen.gunning@cardiff.gov.uk","www.severnprimaryschool.co.uk","English","No","Yes","No","34","","Term Time only","","","","09:00","18:00","No","09:00","18:00","No","09:00","18:00","No","09:00","18:00","No","09:00","18:00","No","","","","","","","","","","","","","","","","","","","","","","","","","Stacey Dando,Karen Gunning","","The responsible individual for this service is Karen Jayne Gunning; The responsible individual for this service is Stacey Marie Dando; The maximum number of children to be cared for at any time must not exceed 34 .","","SPROV-00004451-RGHB","Severn Care Club","Severn Primary School","Severn Road","","Cardiff","CF11 9DZ","10023544698","Other Unincorporated Body","","","","16/08/2018","","1","01/05/2025 18:44"
