Service Name,Service Type,Service Sub-Type,Provision For,Service Address Line 1,Service Address Line 2,Service Town/City,Service Postcode,Local Authority,Maximum No. of Places,Primary telephone number,Primary email address,Website,Provider Name,Provider No. of Approved Services
Ty Bargoed Newydd Residential Home ,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty Bargoed Newydd,Williams Terrace,Treharris,CF46 5HH,Merthyr Tydfil,32,01685725064,kristie.llewellyn@merthyr.gov.uk,www.merthyr.gov.uk,Merthyr Tydfil County Borough Council Adults and Children's Services,8
Ty Bevan,Care Home Service,Childrens Home,Personal care for children,,,Ebbw Vale,,Blaenau Gwent,4,01495651029,admin@risecare.co.uk,www.risecare.co.uk,Rise Care Limited,5
Ty Bradwen,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",47 Park Avenue,Skewen,Neath,SA10 6SA,Neath Port Talbot,6,01792 324003,manager.tybradwen@accomplias-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,27
Ty Bronllys,Care Home Service,Childrens Home,Personal care for children,,,Brecon,,Powys,10,01874 712353,enquiries@orbis-group.co.uk,www.orbis-group.co.uk,Orbis Education and Care Limited,10
Ty Brynna,Care Home Service,Childrens Home,Personal care for children,,,Pontyclun,,Rhondda Cynon Taf,1,01443 420961,Anthony.Arandjelovic@rctcbc.gov.uk,,Rhondda Cynon Taff County Borough Council Adults and Children's Services,1
Ty Brynteg,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Brynteg,St. Lukes Road,Porth,CF39 9TR,Rhondda Cynon Taf,6,01443682427,tammy.rees@iriscaregroup.co.uk,www.iriscaregroup.co.uk,Ocean Community Services Limited,7
Ty Camlas,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",6 Llys Tawel,Ystradgynlais,Swansea,SA9 1BL,Powys,8,01639 849681,manager.tycamlas@accomplish-group.co.uk,https://accomplish-group.co.uk/ty-camlas/,Accomplish group ltd,43
Ty Canol,Care Home Service,Childrens Home,Personal care for children,,,Llanelli,,Carmarthenshire,1,01792321154,helen.kermode@prioritychildcare.co.uk,www.prioritychildcare.co.uk,Priority Childcare Limited,11
Ty Canol,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Ty Canol,Longford Court,Neath,SA10 7HN,Neath Port Talbot,3,01792326826,wales.services@nas.org.uk,,National Autistic Society,3
Ty Caredig,Care Home Service,Childrens Home,Personal care for children,,,Bridgend,,Bridgend,4,07701284359,lauren.mccartney@tycaredig.co.uk,,TY CAREDIG LTD,1
Ty Cariad Dementia Care Centre,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Ty Cariad Dementia Care Centre,North Wales Business Park,Abergele,LL22 8LJ,Conwy,50,01745828720,manager.tycariad@fairways.org.uk,www.fairways.org.uk,Fairways Care Ltd,6
Ty Carreg,Care Home Service,Adults Without Nursing,Personal care for adults,Ty Carreg,,Barry,CF62 4JA,Vale of Glamorgan,12,01446500308,Victoria.bailey@orbis-group.co.uk,www.orbis-group.co.uk,Orbis Education and Care Limited,13
Ty Cila,Care Home Service,Adults Without Nursing,Personal care for adults,Ty-cila,Wimmerfield Avenue Killay,Swansea,SA2 7DA,Swansea,12,01792516360,tracy.rees@swansea.gov.uk,,City and County of Swansea Adults and Children's Services,4
Ty Clyd,Care Home Service,Childrens Home,Personal care for children,,,Deeside,,Flintshire,1,07876852761,tyclyd@flintshire.gov.uk,www.flintshire.gov.uk,Flintshire County Council Adults and Children's Services,4
Ty Clyd,Care Home Service,Adults Without Nursing,Personal care for adults,Heol Fargoed,,Bargoed,CF81 8PP,Caerphilly,30,01443875553,jonesm14@caerphilly.gov.uk,www.caerphilly.gov.uk,Caerphilly County Borough Council Adults and Children's Services,11
Tŷ Clyd,Care Home Service,Adults and Children Without Nursing,,,,Aberystwyth,,Ceredigion,1,01545 570881,sycharth@ceredigion.gov.uk,,Ceredigion County Council Adults and Children's Services,4
Ty Coed,Care Home Service,Childrens Home,Personal care for children,,,Newport,,Caerphilly,2,01495246564,willik19@caerphilly.gov.uk,www.caerphilly.gov.uk,Caerphilly County Borough Council Adults and Children's Services,1
Ty Coed,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Ty Coed,Longford Court,Neath,SA10 7HN,Neath Port Talbot,5,01792326825,wales.services@nas.org.uk,,National Autistic Society,5
Ty Coed Bungalow,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Ty Coed Bungalow,Longford Court,Neath,SA10 7HN,Neath Port Talbot,2,01792326822,wales.services@nas.org.uk,,National Autistic Society,6
Ty Coed Cottage,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Tonypandy,,Rhondda Cynon Taf,3,07530881155,leanne.thomas@genuscare.co.uk,www.genuscare.co.uk,Genus Care Ltd,3
Ty Connie,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",47 Finchley Road,,Cardiff,CF5 3AX,Cardiff,3,02920400657,info@gofalcymrucare.com,www.gofalcymrucare.com,Gofal Cymru Care Ltd,10
Ty Cornell,Care Home Service,Adults Without Nursing,Personal care for adults,47 Heol Fawr,Nelson,Treharris,CF46 6NP,Caerphilly,2,01443 451896,info.Tycornel@swantoncare.com,,SWANTON CARE & COMMUNITY LIMITED,15
Ty Croes Atti,Care Home Service,Adults Without Nursing,Personal care for adults,2 Cornist Road,,Flint,CH6 5HG,Flintshire,56,07585981381,mark.holt@flintshire.gov.uk,www.flintshire.gov.uk,Flintshire County Council Adults and Children's Services,6
Ty Croeso,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Cardiff,,Cardiff,4,02920400657,info@gofalcymrucare.com,www.gofalcymrucare.com,Gofal Cymru Care Ltd,5
Ty Cwm,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",Ty Cwm,,Carmarthen,SA31 3GA,Carmarthenshire,20,01267228070,tycwm.manager@shaw.co.uk,https://www.shaw.co.uk/services/1-nursing/155-ty-cwm,Shaw healthcare (Cambria) Limited,19
Ty Cwm Ogwr Residential Home for Older People,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Ty Cwm Ogwr,Dan-yr-heol,Bridgend,CF32 7HY,Bridgend,28,01656815054,pstycwmogwrrc@bridgend.gov.uk,,Bridgend County Borough Council Adults and Children's Services,5
Ty Daffodil,Care Home Service,Childrens Home,Personal care for children,,,Merthyr Tydfil,,Merthyr Tydfil,1,07709719730,warren.davies@merthyr.gov.uk,www.merthyr.gov.uk,Merthyr Tydfil County Borough Council Adults and Children's Services,7
Ty Ddol Awel,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",2 Ddol Road,Dunvant,Swansea,SA2 7UB,Swansea,5,01792207529,info@integraclo.org,https://nationalcaregroup.com/view/ty-ddol-awel/,Integra Community Living Options Limited,7
Ty Ddraig,Care Home Service,Adults Without Nursing,"Learning disability, Mental health, Personal care for adults",Ty Ddraig,Rhigos Road Hirwaun,Aberdare,CF44 9PS,Rhondda Cynon Taf,16,01792 885126,referrals@manddcare.co.uk,,M&D Care Operations Ltd,17
Ty Dewi Sant,Care Home Service,Adults Without Nursing,Personal care for adults,Ty Dewi Sant Residential Home,Myrtle Close,Penarth,CF64 3NQ,Vale of Glamorgan,33,02920709331,tydewisant@valeofglamorgan.gov.uk,https://www.valeofglamorgan.gov.uk/en/living/social_care/adult_services/Care-and-Support/Residential-Homes/Residential-Homes.aspx,Vale of Glamorgan Council Adults and Children's Services,4
Ty Dol,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty Dol,Brighton Road,Gorseinon,SA4 4BN,Swansea,12,08000461452,fay.harvey@achievetogether.co.uk,www.achievetogether.co.uk,Achieve together Ltd,11
Ty Dyfan,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty Dyfan,St. Brides Way,Barry,CF63 1DU,Vale of Glamorgan,27,01446736086,tydyfan@valeofglamorgan.gov.uk,https://www.valeofglamorgan.gov.uk/en/living/social_care/adult_services/Care-and-Support/Residential-Homes/Residential-Homes.aspx,Vale of Glamorgan Council Adults and Children's Services,3
Ty Dyffryn,Care Home Service,Childrens Home,Personal care for children,,,Porth,,Rhondda Cynon Taf,2,02920029922,enquiries@orbis-group.co.uk,https://www.orbis-group.co.uk/,Orbis Education and Care Limited,6
Ty Enfys,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",El Shaddai,Parc Hall,Treorchy,CF42 6LD,Rhondda Cynon Taf,5,01443306008,enquiries@orbis-group.co.uk,,Orbis Education and Care Limited,3
Ty Ffynu,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",7 Hatherleigh Road,,Abergavenny,NP7 7RG,Monmouthshire,4,01873853802,rachelrussell@priorygroup.com,www.priorygroup.com,PARKCARE HOMES (NO.2) LIMITED,9
Ty Fro,Care Home Service,Childrens Home,Personal care for children,,,Barry,,Vale of Glamorgan,4,02920222127,walesadmin@actionforchildren.org.uk,,Action for Children and Action for Children Services Ltd,4
Ty Galan,Care Home Service,Childrens Home,Personal care for children,,,Porth,,Rhondda Cynon Taf,3,01443682381,enquiries@orbis-group.co.uk,www.orbis-group.co.uk,Orbis Education and Care Limited,14
Ty George,Care Home Service,Childrens Home,Personal care for children,,,Neath,,Neath Port Talbot,4,01792399926,admin@risecare.co.uk,www.risecare.co.uk,Rise Care Limited,3
Ty George,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty George,,Bridgend,CF32 0HE,Bridgend,4,01656 723427,simon.parr@prioritychildcare.co.uk,www.prioritychildcare.co.uk,Priority Childcare Limited,6
Ty Glyndŵr,Care Home Service,Childrens Home,Personal care for children,,,Tonypandy,,Rhondda Cynon Taf,4,01443562789,admin@risecare.co.uk,www.risecare.co.uk,Rise Care Limited,4
Ty Gobaith ,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",159 Partridge Road,,Tonypandy,CF40 2SG,Rhondda Cynon Taf,6,01443431805,manager.tygobaith@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,28
Ty Groes Wen,Care Home Service,Childrens Home,Personal care for children,,,Bridgend,,Neath Port Talbot,4,01656670986,ty-groes-wen@landskercare.co.uk,www.landskerchildcare.co.uk,Landsker Child Care Ltd,6
Ty Gurnos Newydd Residential Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty Gurnos Newydd,Gurnos Road,Merthyr Tydfil,CF47 9PT,Merthyr Tydfil,16,01685725059,kristie.llewellyn@merthyr.gov.uk,www.merthyr.gov.uk,Merthyr Tydfil County Borough Council Adults and Children's Services,9
Ty Gwerthfawr,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty Gwerth Fawr,Gellinudd Pontardawe,Swansea,SA8 3DX,Neath Port Talbot,12,01792885126,referrals@manddcare.co.uk,https://mdcareltd.co.uk,M&D Care Operations Ltd,15
Ty Gwilym,Care Home Service,Adults Without Nursing,Learning disability,Ty Gwilym,Court Road,Caerphilly,CF83 2LU,Caerphilly,4,02920868398,jamesn2@caerphillygov.uk,www.caerphilly.gov.uk,Caerphilly County Borough Council Adults and Children's Services,14
Ty Gwyndy,Care Home Service,Adults Without Nursing,,Gwyndy,Bull Bay Road,Amlwch,LL68 9EA,Isle of Anglesey,4,07793 803796,Gareth.oreilly@achievetogether.co.uk,,Achieve together Ltd,5
Ty Hapus,Care Home Service,Childrens Home,Personal care for children,,,Blackwood,,Caerphilly,4,01495228839,davielm@caerphilly.gov.uk,,Caerphilly County Borough Council Adults and Children's Services,15
Ty Hendy,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Heol Y Parc,Hendy,Swansea,SA4 0XX,Carmarthenshire,17,01792886520,kwilliams@consensussupport.com,https://www.consensussupport.com/find-a-home-search-results/?postcode=&home=ty+hendy&region=&accommodation_category=,Consensus Support Services Limited,6
Ty Heulog,Care Home Service,Childrens Home,Personal care for children,,,Bargoed,,Caerphilly,2,07971 781 534,willik19@caerphilly.gov.uk,,Caerphilly County Borough Council Adults and Children's Services,3
Ty Hiraeth,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty Hiraeth,Bryn Road,Llanelli,SA14 7PW,Carmarthenshire,9,01792 885126,enquiries@manddcare.co.uk,https://mdcareltd.co.uk,M&D Care Operations Ltd,8
Ty Hydref,Care Home Service,Childrens Home,Personal care for children,,,Narberth,,Pembrokeshire,4,02920 222127,walesadmin@actionforchildren.org.uk,,Action for Children and Action for Children Services Ltd,5
Ty Isaf Children's Residential Home,Care Home Service,Childrens Home,Personal care for children,,,Hengoed,,Caerphilly,4,01443811491,willik19@caerphilly.gov.uk,,Caerphilly County Borough Council Adults and Children's Services,2
Ty Iscoed,Care Home Service,Adults Without Nursing,Personal care for adults,Ty Iscoed Home For The Elderly,Woodland Drive Newbridge,Newport,NP11 5FQ,Caerphilly,30,01495243189,millsl@caerphilly.gov.uk,www.caerphilly.gov.uk,Caerphilly County Borough Council Adults and Children's Services,7
Ty Jasmine,Care Home Service,Childrens Home,,,,Merthyr Tydfil,,Merthyr Tydfil,4,07709719730,warren.davies@merthyr.gov.uk,,Merthyr Tydfil County Borough Council Adults and Children's Services,2
Ty Jibreel,Care Home Service,Childrens Home,"Personal care for adults, Personal care for children, Learning disability, Mental health",,,Cardiff ,,Cardiff,3,02920400657,info@gofalcymrucare.com,www.gofalcymrucare.com,Gofal Cymru Care Ltd,2
Ty Laura Children's Home ,Care Home Service,Childrens Home,"Personal care for children, Learning disability",,,Swansea,,Swansea,4,01792360998,walesadmin@actionforchildren.org.uk,,Action for Children and Action for Children Services Ltd,7
Ty Lavender,Care Home Service,Childrens Home,Personal care for children,,,Merthyr Tydfil,,Merthyr Tydfil,4,07709719730,warren.davies@merthyr.gov.uk,www.merthyr.gov.uk,Merthyr Tydfil County Borough Council Adults and Children's Services,1
Ty Lili,Care Home Service,Childrens Home,,,,Merthyr Tydfil,,Merthyr Tydfil,2,07709719730,warren.davies@merthyr.gov.uk,,Merthyr Tydfil County Borough Council Adults and Children's Services,3
Ty Llewellyn ,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty Llewelyn,Llewelyn Street,Aberdare,CF44 8LA,Rhondda Cynon Taf,8,01685884216,manager.tyllewelyn@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,29
Ty Llwynderw,Care Home Service,Adults Without Nursing,Personal care for adults,Bridgend Road,,Maesteg,CF34 0BA,Bridgend,10,01656815345,rebecca.pratt@bridgend.gov.uk,www.bridgend.gov.uk,Bridgend County Borough Council Adults and Children's Services,11
Ty Machen,Care Home Service,Adults Without Nursing,Learning disability,58 Ffwrwm Road,Machen,Caerphilly,CF83 8NY,Caerphilly,6,01633442020,manager.tymachen@consensussupport.com,https://www.consensussupport.com/find-a-home-search-results/?postcode=&home=ty+machen&region=&accommodation_category=,Consensus Support Services Limited,5
Ty Maes Rhos,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Ty Maes Rhos A Heathfield,91 Heathfield,S,SA1 6EL,Swansea,9,01792680195,manager.tymaesrhos@accomplish-group.co.uk,,Accomplish group ltd,3
Ty Mawr,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Ty Mawr,Longford Court,Neath,SA10 7HN,Neath Port Talbot,4,01792326820,wales.services@nas.org.uk,,National Autistic Society,4
Ty Mikail,Care Home Service,Childrens Home,"Personal care for adults, Personal care for children, Learning disability, Mental health",,,Cardiff ,,Cardiff,3,02920400657,inayat@gofalcymrucare.com,www.gofalcymrucare.com,Gofal Cymru Care Ltd,1
Ty Morgan,Care Home Service,Childrens Home,Personal care for children,,,Treharris,,Merthyr Tydfil,4,01443520882,admin@risecare.co.uk,www.risecare.co.uk,Rise Care Limited,1
Ty Mynydd,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",21 Brynheulog,,Treherbert,CF42 5HB,Rhondda Cynon Taf,5,01443778034,rhia.mills@iriscaregroup.co.uk,www.iriscaregroup.co.uk,Ocean Community Services Limited,2
Ty Mynydd,Care Home Service,Adults Without Nursing,Personal care for adults,Ty Mynydd,Longford Court,Neath,SA10 7HN,Neath Port Talbot,6,01792326824,wales.services@nas.org.uk,www.autism.org.uk,National Autistic Society,2
Ty Nant,Care Home Service,Childrens Home,Personal care for children,,,Swansea,,Swansea,3,01792636000,Shannon.helps@swansea.gov.uk,www.swansea.gov.uk,City and County of Swansea Adults and Children's Services,10
Ty Nant,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",56 Francis Street,Thomastown Tonyrefail,Porth,CF39 8DS,Rhondda Cynon Taf,13,02920523178,info@integraclo.org,https://nationalcaregroup.com/view/ty-nant/,Integra Community Living Options Limited,6
Ty Nelson,Care Home Service,Childrens Home,"Personal care for adults, Personal care for children, Learning disability",,,Treharris,,Caerphilly,4,02920029922,enquiries@orbis-group.co.uk,,Orbis Education and Care Limited,2
Ty Newydd,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",38 Pen-y-lan Road,,Cardiff,CF24 3PF,Cardiff,6,02920480404,info@integraclo.org,https://nationalcaregroup.com/view/ty-newydd/,Integra Community Living Options Limited,5
Ty Ni,Care Home Service,Childrens Home,Personal care for children,,,Pontyclun,,Rhondda Cynon Taf,1,07746112190,Anthony.Arandjelovic@rctcbc.gov.uk,,Rhondda Cynon Taff County Borough Council Adults and Children's Services,3
Ty Ni,Care Home Service,Childrens Home,"Personal care for adults, Personal care for children, Learning disability",,,Aberaeron,,Ceredigion,2,01545574000,sycharth@ceredigion.gov.uk,,Ceredigion County Council Adults and Children's Services,3
Ty Ni,Care Home Service,Childrens Home,Personal care for children,,,Caerphilly,,Caerphilly,5,02920850691,willik19@caerphilly.gov.uk,https://www.caerphilly.gov.uk,Caerphilly County Borough Council Adults and Children's Services,16
