Service Name,Service Type,Service Sub-Type,Provision For,Service Address Line 1,Service Address Line 2,Service Town/City,Service Postcode,Local Authority,Maximum No. of Places,Primary telephone number,Primary email address,Website,Provider Name,Provider No. of Approved Services
Sea Breeze,Care Home Service,Childrens Home,Personal care for children,,,Swansea,,Swansea,4,01792969164,Ri@togetherstrongercare.com,www.togetherstrongercare.co.uk,Together Stronger (south wales) ltd,1
Selca Day Nursery - Bridgend Road,Childrens Day Care,Full Day Care,,Welfare Hall,Bridgend Road Llanharan,Pontyclun,CF72 9RA,Rhondda Cynon Taf,40,07732398921,admin@selcadaynursery.co.uk,www.selcadaynursery.co.uk,Selca Ltd,1
Selca Day Nursery - Llanharan,Childrens Day Care,Full Day Care,,The Old Gospel Hall,Rose Terrace,Pontyclun,CF72 9RH,Rhondda Cynon Taf,38,01443266582,admin@selcadaynursery.co.uk,www.selcadaynursery.co.uk,Selca Ltd,5
Selca Day Nursery - Pencoed,Childrens Day Care,Full Day Care,,Welfare Hall,Heol-y-groes Pencoed,Bridgend,CF35 5PE,Bridgend,30,07594470611,admin@selcadaynursery.co.uk,www.selcadaynursery.co.uk,Selca Ltd,2
Selca Day Nursery - Treforest,Childrens Day Care,Full Day Care,,"Unit D16,  Old Bank Buildings",Main Avenue,Pontypridd,CF37 5UR,Rhondda Cynon Taf,49,01443267036,admin@selcadaynursery.co.uk,www.selcadaynursery.co.uk,Selca Ltd,4
Selca School Clubs,Childrens Day Care,Out of School Care,,Llanharan Oap Hall,Llanharry Road,Llanharan,CF72 9RL,Rhondda Cynon Taf,40,07716127890,admin@selcadaynursery.co.uk,www.selcadaynursery.co.uk,Selca Ltd,3
Sensory Sessions,Childrens Day Care,Out of School Care,,Ysgol Tir Morfa,Ffordd Derwen,Rhyl,LL18 2RN,Denbighshire,10,,,,TRAIN4ALN CIC,1
Seren Fach Day Nursery,Childrens Day Care,Full Day Care,,Above The Bakery,Gors Avenue,Swansea,SA1 6RH,Swansea,35,07904213644,,,Seren Fach Ltd,1
Seren Fach Nursery,Childrens Day Care,Full Day Care,,Seren Fach Nursery,School Close,Newport,NP18 1GA,Torfaen,95,01633431300,nursery@serenfach.co.uk,www.serenfach.com,Seren Fach Childcare Ltd,1
Seren Super Stars Preschool,Childrens Day Care,Sessional Day Care,,Ysgol Ffordd Dyffryn,Dyffryn Road,Llandudno,LL30 2LZ,Conwy,24,01492874129,Serensuperstars@yahoo.com,serensuperstars.co.uk,Seren Super Stars Pre-School,1
Serenbrook Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",30 Coldbrook Road East,,Barry,CF63 1NG,Vale of Glamorgan,3,01446721906,valebrookcarehomes@hotmail.com,https://valebrookcarehomes.co.uk,Valebrook Care Homes Ltd,3
Serenissima Care Home,Care Home Service,Childrens Home,"Nursing care for children, Personal care for children, Learning disability, Mental health",,,Ammanford,,Carmarthenshire,2,07980238219,ben@safestepscare.org,www.safestepscare.org,Safe Steps Care Limited,1
Severn Care Club,Childrens Day Care,Full Day Care,,Severn Primary School,Severn Road,Cardiff,CF11 9DZ,Cardiff,34,02920387507,karen.gunning@cardiff.gov.uk,www.severnprimaryschool.co.uk,Severn Care Club,1
Shaftesbury Brodawel,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",1 Hafan Y Coed,Lluest,Aberystwyth,SY23 3AU,Ceredigion,4,01970611188,Bchukwu@shaftesburygroup.org,www.Shaftesburygroup.org,Livability,3
Shaftesbury Hafan y Coed,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",1 Lluest Mews,Lluest,Aberystwyth,SY23 3AU,Ceredigion,7,01970611188,Bchukwu@shaftesburygroup.org,www.Shaftesburygroup.org,Livability,2
Shaping Futures,Childrens Day Care,Full Day Care,,10,Earlswood Road,Cardiff,CF14 5GH,Cardiff,40,07745524520,shapingfuturesabcltd@gmail.com,www.shapingfutures.uk,Shaping Futures ABC Limited,1
Shillings Care,Care Home Service,Adults Without Nursing,"Learning disability, Mental health",20 Coedcae Street,,Cardiff,CF11 7AA,Cardiff,4,07808580510,shillingscare@gmail.com,www.shillingscare.co.uk,Shillings Care Limited,1
Shining Stars Cardiff CIC,Childrens Day Care,Sessional Day Care,,2-4 Leckwith Avenue,,Cardiff,CF11 8HQ,Cardiff,14,07812459535,shiningstarscardiff@gmail.com,http://www.shiningstarscardiff.co.uk,Shining Stars Cardiff CIC,1
Singleton Day Nursery,Childrens Day Care,Full Day Care,,Singleton Day Nursery,45 De La Beche Road,Swansea,SA2 9EA,Swansea,118,01792202900,sing@schoolhouse-daycare.co.uk,www.schoolhouse-daycare.co.uk,Schoolhouse Daycare Limited,2
Sketty House Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",St. Camillus Care Homes,244 Gower Road Sketty,Swansea,SA2 9JL,Swansea,35,01792290565,charlotte.evans@oxfordcarehomes.co.uk,https://biracarehomes.co.uk/sketty-house-care-home/,St Camillus Limited,1
Skybound Plas Seren,Care Home Service,Childrens Home,"Personal care for children, Learning disability",,,Haverfordwest,,Pembrokeshire,2,01437751261,Risca.solomon@skyboundtherapies.co.uk,,Skybound Therapies Ltd,1
SNAP Specialist Play,Childrens Day Care,Full Day Care,,Child Health Dept,Withybush Hospital,Haverfordwest,SA61 2PZ,Pembrokeshire,8,07990875081,contact@snapspecialistplay.org.uk,www.snapspecialistplay.org.uk,SNAP Specialist Play,1
Snowdon Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Snowdon Care Home,Llanberis,Caernarfon,LL55 4LF,Gwynedd,27,01286870391,snowdoncarehome@outlook.com,www.snowdoncarehome.com,Plas Garnedd Llanberis Limited,1
Southern House Nursing Home,Care Home Service,Adults Without Nursing,"Nursing care for adults, Personal care for adults",Southern House Nursing Home,18 Water Street,Abergele,LL22 7SH,Conwy,35,01745833600,manager@southernhouse.co.uk,,Chestnut House Healthcare Limited,2
Spa Residential Home Ltd,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Spa Residential Home,Temple Street,Llandrindod Wells,LD1 5HG,Powys,40,01597822020,info@sparesidentialhome.co.uk,www.sparesidentialhome.co.uk,Spa Residential Home Ltd,1
Sparkles Day Nursery,Childrens Day Care,Full Day Care,,Sparkles Day Nursery,Prince Charles Road,Wrexham,LL13 8TH,Wrexham,76,01978 290067,jayne.wright@caiapark.org,https://sparklesdaynursery.co.uk,Caia Park Partnership Ltd,3
Spittal School Playgroup,Childrens Day Care,Sessional Day Care,,Spittal C I W V C School,Spittal,Haverfordwest,SA62 5QR,Pembrokeshire,21,01437 741652,admin.spittal@pembrokeshire.gov.uk,,Spittal CIW VC School Governing Body,1
Spring Gardens,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",29 High Street,St. Davids,Haverfordwest,SA62 6SB,Pembrokeshire,6,01437720882,sdavidcare@aol.com,http://www.stdavidscare.com,St. Davids Care in the Community Ltd.,2
Spring Meadows (Care) Ltd,Care Home Service,Adults Without Nursing,Learning disability,Manorleigh Spring Meadows Care Ltd,66-68,Swansea,SA5 8QH,Swansea,8,01792466728,manager.manorleigh@gmail.com,www.manorleigh.co.uk,SPRING MEADOWS (CARE) LTD,1
Springbank Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Springbank Nursing Home,College Road,Barry,CF62 8HS,Vale of Glamorgan,62,01446740190,heretohelp@carongroup.wales,www.carongroup.wales,Springbank Care Home Limited,1
Springboard Education and Care - Brynmorgan Villa,Care Home Service,Childrens Home,Personal care for children,,,Swansea,,Neath Port Talbot,4,07807046711,rlbyng@icloud.com,WWW.SPRINGBOARDEDUCATIONANDCARE.CO.UK,Springboard Education and Care Ltd,1
Springfield Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Springfield House,Gwerthonor Road Gilfach,Bargoed,CF81 8JR,Caerphilly,6,01443833600,claire.springfield@mychoicehealthcare.co.uk,www.mychoicehealthcare.co.uk,My Choice Healthcare South Wales Limited,2
Springholme Care Anglesey Ltd,Care Home Service,Adults Without Nursing,Personal care for adults,Springholme,Red Wharf Bay,Pentraeth,LL75 8EX,Isle of Anglesey,45,01248 450555,Carol.Tomkins@springholme.co.uk,www.springholme.co.uk,SPRINGHOLME CARE ANGLESEY LTD,1
Sprouts Arabic Montessori Nursery,Childrens Day Care,Full Day Care,,Butetown Community Centre,Loudoun Square,Cardiff,CF10 5JA,Cardiff,14,07927798620,,,Sprouts Arabic,1
St Albans Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",St. Albans Care Home,Swinton Street,Cardiff,CF24 2NT,Cardiff,40,02920472161,Rodreck.Chipezeze@ivolve.care,www.ivolve.care,ivolve CMC Ltd,2
St Anne's Nursing Home,Care Home Service,Adults With Nursing,Nursing care for adults,St. Anne's Nursing Home Ltd,Welsh Street,Chepstow,NP16 5LX,Monmouthshire,45,01291 622050,manager@stannescare.co.uk,www.stannescare.co.uk,St Annes Nursing Home Ltd,1
St Antonios,Care Home Service,Childrens Home,Personal care for children,,,Llanelli,,Carmarthenshire,4,07492062514,chrisgriffiths@futurevisionchildcare.co.uk,www.futurevisionchildcare.co.uk,Future Vision Childcare LTD,3
St Asaph Community Playgroup,Childrens Day Care,Full Day Care,,St. Asaph Vp School,Upper Denbigh Road,St. Asaph,LL17 0RL,Denbighshire,19,07745944402,edwardstracey22@yahoo.co.uk,,St Asaph Community Playgroup,1
St Brelades,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",The Hollins,,Neath,SA11 3BQ,Neath Port Talbot,45,01639865777,admin@stbrelades.uk,www.stbrelades.uk,St Brelade LTD,1
St Chamond's,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",St. Chamonds Care Home,Hillside,Prestatyn,LL19 9PW,Denbighshire,20,01745854130,admin@stchamonds.co.uk,stchamonds.co.uk,St Chamond's,1
St David's Residential Home,Care Home Service,Adults Without Nursing,Personal care for adults,St. Davids Residential Home,36 East Parade,Rhyl,LL18 3AN,Denbighshire,52,01745353621,admin@saintdavidscare.com,www.saintdavidscare.com,St Davids Care Limited,1
St Donats Nursery - Llantwit Major,Childrens Day Care,Full Day Care,,United World College Of The Atlantic Ltd,St. Donats Castle,Llantwit Major,CF61 1WF,Vale of Glamorgan,22,07402536412,stdonatsnursery@gmail.com,www.stdonatsnurserywales.com,St Donats Nursery Ltd,1
St Gwynan's Pre-school,Childrens Day Care,Sessional Day Care,,Early Years Unit (Ysgol Capelulo),Treforris Road,Penmaenmawr,LL34 6RA,Conwy,26,07902190349,stgwynansplaygroup@gmail.com,stgwynanspreschool.co.uk,St Gwynan's Pre-school,1
St Illtyd's Wraparound,Childrens Day Care,Sessional Day Care,,St. Illtyds Rc Primary School,Jersey Road Bonymaen,Swansea,SA1 7DG,Swansea,20,01792 462104,st.illtyds.school@swansea-edunet.gov.uk,,St Illtyd's Wraparound,1
St Johns House,Care Home Service,Adults Without Nursing,Personal care for adults,6 St. Johns Crescent,Canton,Cardiff,CF5 1NX,Cardiff,5,02920758109,haydn.osborne@reactsupportservices.co.uk,www.reactsupportservices.co.uk,React Support Services Ltd,4
St Joseph's Cathedral Wraparound,Childrens Day Care,Sessional Day Care,,St. Josephs Cathedral Primary School,Caepistyll Street,Swansea,SA1 2BE,Swansea,40,01792653609,stjosephscathedralprimary@swansea-edunet.gov.uk,www.stjosephscathedralprimary.swansea.sch.uk,The Governing body of St Joseph's Cathedral Primary School,1
St Mark's Court,Care Home Service,Adults With Nursing,Nursing care for adults,St. Marks Court Nursing Home,Park Terrace,Swansea,SA1 2BY,Swansea,38,01792 644 445,info.sm@carongroup.wales,www.carongroup.wales,St Mark's Court Ltd,1
St Martin's,Care Home Service,Childrens Home,,,,Tredegar,,Blaenau Gwent,1,07593 555417,peternorris@nextgenpathways.co.uk,,NextGen Pathways Ltd,1
St Mary's Little Rainbows,Childrens Day Care,Full Day Care,,St. Mary's Primary School,Ael Y Bryn Brymbo,Wrexham,LL11 5DA,Wrexham,20,01978722970,stmaryslittlerainbows@gmail.co.uk,,St Mary's Little Rainbows,1
St Marys Out of School Club,Childrens Day Care,Out of School Care,,School Lane,Overton-on-dee,Wrexham,LL13 0ES,Wrexham,48,01978710688,overtonplaygroup@yahoo.co.uk,,Overton Playcentre,1
St Marys Pre-School,Childrens Day Care,Full Day Care,,Wrexham District Scout H Q,Station Approach,Wrexham,LL11 2AA,Wrexham,40,07810373720,stmaryspreschoolwrexham@hotmail.com,www.stmaryspreschoolwrexham.com,St Mary's Pre School,1
St Mathews Residential Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",St Mathews Bungalow,Surgery Hill,Rhymney,NP22 5LR,Caerphilly,5,01495221666,nigel@prideincare.com,prideincare.com,pride in care ltd,1
St Nicholas House Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",St. Nicholas House,Church Stoke,Montgomery,SY15 6AF,Powys,49,01588620613,vasilica.iovu@rdcpcare.com,www.rdcpcare.com,St Nicholas House Ltd,1
St Padarn's Playgroup,Childrens Day Care,Sessional Day Care,,St. Padarns Primary School,Llanbadarn Road,Aberystwyth,SY23 1EZ,Ceredigion,19,01970623289,stpadarnsplaygroup@hotmail.com,,St Padarn's Playgroup,1
St Paul's,Care Home Service,Childrens Home,Personal care for children,,,Barry,,Vale of Glamorgan,2,07770 424371,amyjones2@llamau.org.uk,,Llamau Limited,1
St Paul's Family Centre Nursery,Childrens Day Care,Sessional Day Care,,St. Pauls Family Centre,Ger Y Llan,Llanelli,SA15 1DP,Carmarthenshire,20,01554775338,sarahwstpauls@plantdewi.co.uk,,St Pauls Family Centre,1
St Peter's Out of School Care Limited,Childrens Day Care,Out of School Care,,St. Peters Primary School,Southey Street,Cardiff,CF24 3SP,Cardiff,50,07872588534,stpeterosc@gmail.com,www.stpetersosc.wales,St Peter's Out of School Care Limited,1
St Peter's Playscheme,Childrens Day Care,Full Day Care,,St. Peters School,Chapel Lane Rossett,Wrexham,LL12 0EE,Wrexham,56,01244570594,playscheme381@gmail.com,,St Peter's Playscheme,1
St Peters House,Care Home Service,Childrens Home,Personal care for children,,,Carmarthen,,Carmarthenshire,4,01267233110,chrisgriffiths@futurevisionchildcare.co.uk,www.futurevisionchildcare.co.uk,Future Vision Childcare LTD,1
St Saviours Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",115 Splott Road,,Cardiff,CF24 2BY,Cardiff,29,02920484588,julie.counsell@ivolve.care,www.ivolve.care,ivolve CMC Ltd,1
St. Mark's Little Lions,Childrens Day Care,Sessional Day Care,,St. Marks V A School,St. Issells Avenue,Haverfordwest,SA61 1JX,Pembrokeshire,26,01437767623,admin.stmarks@pembrokeshire.gov.uk,,Governing Body of St Mark’s Church in Wales V.A. Primary,1
St. Winefride's Preschool,Childrens Day Care,Full Day Care,,St. Winefride's Catholic Primary School,Whitford Street,Flintshire,CH8 7NJ,Flintshire,19,07938061871,stwinefridesplaygroup@outlook.com,,St. Winefride's Preschool,1
Stanley Villa,Care Home Service,Adults Without Nursing,Personal care for adults,1 Stanley Street,,Wrexham,LL13 8NU,Wrexham,9,01978312120,admin@openmindsrehab.com,www.openmindsrehab.com,A C Counselling Ltd ,1
Startrite Nursery,Childrens Day Care,Full Day Care,,Startrite Nursery,5 Ashgrove Terrace Nelson,Treharris,CF46 6LR,Caerphilly,20,01443 450551,annstartrite@yahoo.co.uk,,Startrite Nurseries Ltd,1
Station House Residential Care,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Station House,Station Road,Holywell,CH8 7EL,Flintshire,8,01352 710929,diane.roberts16@btinternet.com,www.stationshouse.com,DIANE ROBERTS,1
Step By Step,Childrens Day Care,Full Day Care,,St. Davids Rc School,St. Davids Lane,Mold,CH7 1LH,Flintshire,26,07766627615,stdavidsplaygroupmold@gmail.com,,St David's Playgroup,1
Step By Step Llanrumney Hall,Childrens Day Care,Full Day Care,,Ball Road,Llanrumney,Cardiff,CF3 4JJ,Cardiff,40,07837798509,office@stepbystepchildcare.uk,,Step By Step Childcare Limited,1
Stepping Stones 4 School Out of School & Holiday Club,Childrens Day Care,Out of School Care,,Llys Faen Primary School,Rowan Way,Cardiff,CF14 0TB,Cardiff,64,07468461646,info@steppingstones4schools.com,www.steppingstoneschildcare.rocks,Stepping Stones 4 Schools LLP,3
Stepping Stones 4 Schools Out of School & Holiday Club,Childrens Day Care,Out of School Care,,Thornhill Primary School,,Thornhill,CF14 9LA,Cardiff,40,07468461646,info@steppingstones4schools.com,www.steppingstoneschildcare.rocks,Stepping Stones 4 Schools LLP,2
Stepping Stones 4 Schools Out of School and Holiday Club,Childrens Day Care,Out of School Care,,Christ the King Primary School,Everest Avenue,Cardiff,CF14 5AS,Cardiff,50,07468461646,info@steppingstones4schools.com,www.steppingstoneschildcare.rocks,Stepping Stones 4 Schools LLP,1
Stepping Stones 4 Schools Out of School Breakfast Afterschool and Holiday Club,Childrens Day Care,Out of School Care,,Rhyd Y Penau Primary School,Rhyd Y Penau Road,Cardiff,CF14 0NX,Cardiff,50,07468461646,info@steppingstones4schools.com,www.steppingstoneschildcare.rocks,Stepping Stones 4 Schools LLP,5
Stepping Stones Little Nippers Day Care,Childrens Day Care,Full Day Care,,Golden Gate,Ty Glas Avenue,Cardiff,CF14 5DX,Cardiff,50,07468461646,info@steppingstones4schools.com,www.steppingstoneschildcare.rocks,Stepping Stones 4 Schools LLP,4
Stepping Stones Magor,Childrens Day Care,Full Day Care,,Magor Church In Wales Primary School,Magor,Caldicot,NP26 3EG,Monmouthshire,48,07851829532,stepping.stones01@yahoo.co.uk,,Stepping Stones Magor Limited,1
Stepping Stones Nursery Aberdare,Childrens Day Care,Full Day Care,,Stepping Stones Creche,Robertstown Industrial Estate,Aberdare,CF44 8HD,Rhondda Cynon Taf,100,01685884447,steppingstonesoffice54@gmail.com,steppingstonesnursery.uk,Jameswell Ltd,1
Stepping Stones Playgroup C.I.C.,Childrens Day Care,Full Day Care,,Libanus Primary School,Libanus Road,Blackwood,NP12 1EH,Caerphilly,24,07310842388,playgroupsteppingstones@gmail.com,,Stepping Stones Playgroup C.I.C.,1
Sterling Bach,Care Home Service,Childrens Home,Personal care for children,,,Welshpool,,Powys,2,01938570143,manager.sterlingbach@keys-group.co.uk,,Keys Education Limited,2
Stockton Way Bungalow,Care Home Service,Adults Without Nursing,,38 Stockton Way,,Tredegar,NP22 3EN,Blaenau Gwent,2,07388445902,sgriffiths@prospersupport.co.uk,,PROSPER CARE & SUPPORT LIMITED,6
Stow Park Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",Stow Park Nursing Home,31 Stow Park Avenue,Newport,NP20 4FN,Newport,31,01633212262,manager@stowpark.co.uk,www.stowpark.co.uk,Ogwr Care Ltd,1
Stradey Park House,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",61 New Road,,Llanelli,SA15 3DP,Carmarthenshire,8,01554755725,james@stradeyparkcarehomes.co.uk,,STRADEY PARK CARE HOMES LTD,1
Summerhouse Out of School Club Ltd,Childrens Day Care,Full Day Care,,85 Dyserth Road,,Rhyl,LL18 4DT,Denbighshire,34,07469652851,summerhouse85@yahoo.co.uk,www.summerhouseoutofschoolclub.com,Sumerhouse  Out of School Club Ltd,1
Sunbeams playgroup + Gwernaffield,Childrens Day Care,Full Day Care,,Community Room Ysgol Y Waun,Y Waen Gwernaffield,Mold,CH7 5DP,Flintshire,30,07584168425,sunbeams171@outlook.com,,Sunbeams playgroup + Gwernaffield,1
Sundale,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Sundale,India Row,Pembroke,SA71 4JH,Pembrokeshire,2,01646661284,shangrilacareservices@yahoo.co.uk,,Shangri-La Chapel Hill Ltd ,1
