Town,Query,Name,Address,Phone,Website
Oxford,B_equipment_repair,Oxford Event Hire,"95 Old Rd, Headington, Oxford OX3 8SX, UK",01865 760158,http://www.oxfordeventhire.co.uk/
Oxford,B_equipment_repair,Roundstone Catering Equipment,"8 Lysander Rd, Bowerhill, Melksham SN12 6SP, UK",01225 709595,https://www.roundstonecatering.com/
Oxford,B_equipment_repair,Catering Equipment Services Ltd,"Unit 3D, Maryland Industrial Estate, Belfast, Newtownards BT23 6BL, UK",028 9049 1616,https://cescatering.co.uk/
Poole,A_catering_engineers,Nationwide Catering Equipment Ltd,"Unit 12, Chalwyn Industrial Estate, Poole BH12 4PE, UK",01202 096447,http://www.nationwidecatering.co.uk/
Poole,A_catering_engineers,Caterworx,"Unit 2, Sovereign Business Park, 48 Willis Way, Poole BH15 3TB, UK",01202 671133,http://www.caterworx.co.uk/
Poole,A_catering_engineers,Chinastack Catering Equipment Ltd,"Unit 10, Wessex Trade Centre, Ringwood Rd, Poole BH12 3PQ, UK",01202 531111,http://www.chinastack.co.uk/
Poole,B_equipment_repair,Nationwide Catering Equipment Ltd,"Unit 12, Chalwyn Industrial Estate, Poole BH12 4PE, UK",01202 096447,http://www.nationwidecatering.co.uk/
Poole,B_equipment_repair,Cemco Southern Ltd,"37 Marston Cl, Blandford Forum DT11 7RR, UK",01202 377205,https://cemcoltd.co.uk/
Poole,B_equipment_repair,Caterworx,"Unit 2, Sovereign Business Park, 48 Willis Way, Poole BH15 3TB, UK",01202 671133,http://www.caterworx.co.uk/
Poole,B_equipment_repair,Chinastack Catering Equipment Ltd,"Unit 10, Wessex Trade Centre, Ringwood Rd, Poole BH12 3PQ, UK",01202 531111,http://www.chinastack.co.uk/
Poole,B_equipment_repair,Catering Equipment Support Ltd,"Unit 12 Deer Park Farm Ind Est, Knowle Ln, Fair Oak, Eastleigh SO50 7DZ, UK",023 8000 6082,https://www.cateringequipmentsupport.co.uk/
Poole,B_equipment_repair,Expert Catering Equipment Services,"Unit C, McKay Way, Lynch Ln, Weymouth DT4 9DN, UK",07740 862385,http://www.catering-repair.co.uk/
Poole,B_equipment_repair,Apeiron Catering,"Unit 7, Pintail Business Park, 165 Christchurch Rd, Ringwood BH24 3AL, UK",01425 511693,https://www.apeironcatering.co.uk/
Poole,B_equipment_repair,Dorset Appliance Repairs,"79 Galloway Rd, Poole BH15 4JS, UK",07341 531638,https://dorsetappliancerepairs.co.uk/
Cambridge,A_catering_engineers,Bob Hopper & Co Ltd,"Unit 4, Barnwell Business Park, Barnwell Dr, Cambridge CB5 8UX, UK",01223 506001,http://www.bobhopper.co.uk/
Cambridge,A_catering_engineers,The Cambridge Dining Co. - CDC Events,"D5, Button End, Harston, Cambridge CB22 7GX, UK",01223 874333,https://www.cdc.events/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-website-button
Cambridge,A_catering_engineers,Lunchtime Company Limited,"17 Barnwell Dr, Cambridge CB5 8UU, UK",01223 566399,http://www.lunchtime.co.uk/
Cambridge,A_catering_engineers,Rather Good Catering Co.,"61 Ditton Walk, Cambridge CB5 8QD, UK",01223 944018,
Cambridge,A_catering_engineers,Boxed Events Cambridge,"Oakington Rd, Cottenham, Cambridge CB24 8TW, UK",01223 779942,https://www.boxedevents.co.uk/
Cambridge,A_catering_engineers,Iqbro Wholesale & Restaurant Supplies,"Unit C1-C3, Button End, Harston, Cambridge CB22 7GX, UK",01223 778509,http://www.iqbro.co.uk/
Cambridge,A_catering_engineers,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Cambridge,A_catering_engineers,Hog Roast Oven,"Trinity Hall Industrial Estate, Nuffield Rd, Cambridge CB4 1TS, UK",01223 646595,https://hogroastoven.com/
Cambridge,A_catering_engineers,Spitting Pig Cambridge,"Regus - Cambridge Vision Park, Chivers Way, Histon, Cambridge CB24 9AD, UK",01223 646017,http://spittingpigcambridge.co.uk/
Cambridge,B_equipment_repair,Bob Hopper & Co Ltd,"Unit 4, Barnwell Business Park, Barnwell Dr, Cambridge CB5 8UX, UK",01223 506001,http://www.bobhopper.co.uk/
Cambridge,B_equipment_repair,Cambridge Appliance Repairs,"23 King St, Cambridge CB1 1AH, UK",01223 426222,https://www.cambridgeappliancerepair.co.uk/
Cambridge,B_equipment_repair,Commercial Kitchen Breakdowns Ltd,"5-6 Maiden Ln, Stamford PE9 2AZ, UK",01780 778088,https://commercialkitchenbreakdowns.co.uk/
Cambridge,B_equipment_repair,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Cambridge,B_equipment_repair,CaterCare Catering Equipment Ltd,"Unit 1, Nimbus Park, Porz Ave, Houghton Regis, Dunstable LU5 5WZ, UK",01582 862000,http://www.catercare.com/
Cambridge,B_equipment_repair,Anglia Catering Equipment Repairs,"Ind Estate, Unit 2 Ambassador Way, Yaxham Rd, Dereham NR20 3TL, UK",01953 851339,https://www.angliacks.co.uk/
Cambridge,B_equipment_repair,Caterkit Services Ltd,"Unit 2 Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 872580,https://www.caterkitservices.com/
Cambridge,B_equipment_repair,CC Fix,"Masefield Cl, london DA8 2DG, UK",020 8050 2886,https://www.ccfix.co.uk/
Cambridge,B_equipment_repair,Catech Catering Technical Solutions,"Unit 12&13, Wilbury Court, 29 Wilbury Way, Hitchin SG4 0TW, UK",01462 233692,http://www.catech-cts.co.uk/
Cambridge,B_equipment_repair,DM Appliances LTD,"83 Thorpe Way, Cambridge CB5 8UJ, UK",07873 243637,http://www.dm-appliances.com/
Cambridge,B_equipment_repair,Caterfix Limited,"316 Padholme Rd E, Peterborough PE1 5XL, UK",01733 561555,https://www.caterfix.com/
Cambridge,B_equipment_repair,Commercial Catering Engineers Anglia Limited,"29 Miller Cl, Hethersett, Norwich NR9 3GD, UK",01603 320270,https://cceanglia.co.uk/
Cambridge,B_equipment_repair,Lunchtime Company Limited,"17 Barnwell Dr, Cambridge CB5 8UU, UK",01223 566399,http://www.lunchtime.co.uk/
Cambridge,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Cambridge,B_equipment_repair,Catering Equipment Services Ltd,"Unit 3D, Maryland Industrial Estate, Belfast, Newtownards BT23 6BL, UK",028 9049 1616,https://cescatering.co.uk/
Cambridge,B_equipment_repair,Lakeland,"52 Sidney St, Cambridge CB2 3HX, UK",01223 301418,https://www.lakeland.co.uk/stores/cambridge
York,A_catering_engineers,York Catering Supplies,"26-28 Walmgate, York YO1 9TJ, UK",01904 628855,https://www.yorkcatering.co.uk/
York,A_catering_engineers,YCE Catering Equipment Ltd,"Unit B, 4 Chessingham Park, Dunnington, York YO19 5SE, UK",0113 252 6566,http://www.yce.co.uk/
York,A_catering_engineers,Ward's Of York,"Unit 5, Centurion Office Park, Tribune Way, Clifton Moor YO30 4RY, UK",01904 693905,http://www.wardscatering.co.uk/
York,A_catering_engineers,Campus Kitchen,"Campus Kitchen, Derwent College, The University of, Heslington, York YO10 5DD, UK",01904 322030,https://www.york.ac.uk/campus-kitchen/
York,A_catering_engineers,Aire Valley Catering,"Suite 4 and 5, Woodhouse Grange Business Centre, Sutton Upon Derwent, York YO41 4DF, UK",01904 607048,https://www.airevalleycatering.com/
York,A_catering_engineers,Ebor Catering Supplies,"4-5, Rose Centre Business Park, Rose Ave, Acomb, Nether Poppleton, York YO26 6RX, UK",01904 481000,
York,A_catering_engineers,Nationwide Catering Services Ltd,"Unit 4, Bondgate Business Centre, 21 Bondgate, Selby YO8 3LX, UK",01757 210887,http://www.ncslimited.com/
York,A_catering_engineers,Northern Catering Equipment,"Richmond House, Lawnswood Business Park, Leeds LS16 6QY, UK",0113 833 1234,http://northerncatering.co.uk/
York,A_catering_engineers,KES Facilities Limited,"Commer house, Station Rd, Tadcaster LS24 9JF, UK",0113 347 1234,http://www.kesfacilities.co.uk/?utm_source=gbp
York,A_catering_engineers,Poppy Caterers,"Poppy House, The Ind Est, 17 Alan Farnaby Way, York YO60 6PG, UK",01347 878628,http://www.poppycaterers.co.uk/
York,A_catering_engineers,Marshall Catering Services,"Unit 8, Marrtree Business Park, St James Business Park, Knaresborough HG5 8FA, UK",01937 541580,http://www.marshallcateringservices.co.uk/
York,A_catering_engineers,Barton Catering Engineers,"76 Carr Bottom Rd, Greengates, Bradford BD10 0BD, UK",0113 418 0284,https://bartoncateringengineers.co.uk/
York,B_equipment_repair,Holmes Catering Equipment Solutions - division of Space Catering (UK) Limited,"Sutton House, The Industrial Estate, Full Sutton, York YO41 1HS, UK",01759 375500,http://www.hce.co.uk/
York,B_equipment_repair,YCE Catering Equipment Ltd,"Unit B, 4 Chessingham Park, Dunnington, York YO19 5SE, UK",0113 252 6566,http://www.yce.co.uk/
York,B_equipment_repair,York Catering Supplies,"26-28 Walmgate, York YO1 9TJ, UK",01904 628855,https://www.yorkcatering.co.uk/
York,B_equipment_repair,Ward's Of York,"Unit 5, Centurion Office Park, Tribune Way, Clifton Moor YO30 4RY, UK",01904 693905,http://www.wardscatering.co.uk/
York,B_equipment_repair,KES Facilities Limited,"Commer house, Station Rd, Tadcaster LS24 9JF, UK",0113 347 1234,http://www.kesfacilities.co.uk/?utm_source=gbp
York,B_equipment_repair,Catering Appliances UK,"4B Chessingham Park, Dunnington, York YO19 5SE, UK",0333 358 3953,http://cateringappliancesuk.co.uk/
York,B_equipment_repair,Nationwide Catering Services Ltd,"Unit 4, Bondgate Business Centre, 21 Bondgate, Selby YO8 3LX, UK",01757 210887,http://www.ncslimited.com/
York,B_equipment_repair,Campus Kitchen,"Campus Kitchen, Derwent College, The University of, Heslington, York YO10 5DD, UK",01904 322030,https://www.york.ac.uk/campus-kitchen/
York,B_equipment_repair,Catertech North East Ltd,"31-32 Market St, Ferryhill DL17 8JH, UK",01740 652777,https://www.cater-tech.co.uk/
York,B_equipment_repair,ATL Commercial Kitchens Ltd,"Unit 9, Boulevard Factory Estate, Hull HU3 4AY, UK",01482 215870,http://www.atlcommercialkitchens.com/
York,B_equipment_repair,CaterCare Catering Equipment Ltd,"Unit 1, Nimbus Park, Porz Ave, Houghton Regis, Dunstable LU5 5WZ, UK",01582 862000,http://www.catercare.com/
York,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
York,B_equipment_repair,Advanced Catering Services Ltd,"Unit 4A, 4B, High St, Bassingham, Lincoln LN5 9JZ, UK",07834 615965,http://www.adcatservs.co.uk/
York,B_equipment_repair,Frankie & Johnny's Cookshop,"23 Bishopthorpe Rd, York YO23 1NA, UK",01904 676123,https://www.frankieandjohnnyscookshop.co.uk/
York,B_equipment_repair,Poppy Caterers,"Poppy House, The Ind Est, 17 Alan Farnaby Way, York YO60 6PG, UK",01347 878628,http://www.poppycaterers.co.uk/
York,B_equipment_repair,South Coast Catering Equipment Limited,"Unit 4-5, Commercial House, Apex Park, Hailsham BN27 3JU, UK",01323 444530,http://www.southcoastcatering.co.uk/
York,B_equipment_repair,Total Garage Maintenance,"5 Rosslyn St, Clifton, York YO30 6LG, UK",07730 515315,http://www.totalgaragemaintenance.com/
York,B_equipment_repair,Catering Projects Ltd,"Unit 2, Waterloo Court, Markham Ln, Markham Vale, Chesterfield S44 5HN, UK",01246 811575,http://www.cateringprojects.co.uk/
York,B_equipment_repair,Baker Street Bakers. Cakes and Catering,"12, Clifton Moor Business Village, James Nicolson Link, York YO30 4XG, UK",0800 999 1843,http://bakerstreetbakers.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11408361732713492926
Blackpool,A_catering_engineers,Blackpool Catering Engineers,"195 Dickson Rd, Blackpool FY1 2HQ, UK",01253 622449,
Blackpool,B_equipment_repair,Commercial Kitchen Services,"Cornford Rd, Blackpool FY4 4QQ, UK",01253 791797,https://www.ckscatering.co.uk/
Blackpool,B_equipment_repair,Blackpool Catering Engineers,"195 Dickson Rd, Blackpool FY1 2HQ, UK",01253 622449,
Ipswich,A_catering_engineers,Chefs Catering Supplies Ltd,"Unit 14, Sterling Complex, 12A Farthing Rd, Ipswich IP1 5AP, UK",01473 240011,https://www.chefs-shop.co.uk/
Ipswich,A_catering_engineers,Catercall Ltd,"114 Nacton Rd, Ipswich IP3 0NS, UK",07850 713695,https://catercall.co.uk/
Ipswich,A_catering_engineers,I E M Caterquip Ltd,"Brunel Rd, Ipswich IP2 0EF, UK",,http://www.vertas.co.uk/
Ipswich,A_catering_engineers,Ambit Maintenance,"16 Farthing Rd, Ipswich IP1 5AP, UK",01473 740447,https://ambitcatering.com/contact-us/
Ipswich,A_catering_engineers,Jamie Lee Smith Catering,"C/O Venue16, 312 Tuddenham Rd, Ipswich IP4 3QJ, UK",07715 427421,https://jamieleesmithcatering.co.uk/
Ipswich,A_catering_engineers,Emerald Catering Ltd,"Unit 3, The Cookhouse Suffolk Food Hall, Ipswich IP9 2AB, UK",01473 786689,http://www.emeraldcateringipswich.co.uk/
Ipswich,A_catering_engineers,MSD Catering,"2 Blanche St, Ipswich IP4 2EJ, UK",01473 256257,http://msdcatering.co.uk/
Ipswich,A_catering_engineers,Prestige Bars & Catering,"Unit 2, 630 Woodbridge Rd, Ipswich IP4 4PG, UK",01473 719787,http://www.prestigebars.co.uk/
Ipswich,A_catering_engineers,Ace Catering Engineers,"Fields End, Back Rd, Ardleigh, Colchester CO7 7TD, UK",01255 224004,http://www.acecateringengineers.co.uk/
Ipswich,A_catering_engineers,Orion Stainless Fabrication,"Unit 14, The Sterling Complex, Industrial Estate, Farthing Rd, Ipswich IP1 5AP, UK",07842 246838,http://www.osf-ltd.com/
Ipswich,A_catering_engineers,Paul Thompson Events,"Unit 7 Peppers Lane, Ipswich IP9 2AB, UK",07712 606847,http://www.paulthompsonevents.co.uk/
Ipswich,A_catering_engineers,Marigold Engineers Ltd,"Unit 19 Moorside, Colchester CO1 2ZF, UK",01206 870863,http://www.marigolds.uk.com/
Ipswich,A_catering_engineers,Blackjack Catering Engineers,"Oak Barn Offices, Thorington Street, Colchester CO6 4SP, UK",07493 592117,http://www.blackjackengineers.co.uk/
Ipswich,A_catering_engineers,Hungry Tums Catering,"Unit 7, 85 Dales Rd, Ipswich IP1 4JR, UK",01473 550588,http://www.hungrytumscatering.com/
Ipswich,A_catering_engineers,Ripe Events,"98 Alan Rd, Ipswich IP3 8EZ, UK",07963 078710,http://www.ripe-events.co.uk/
Ipswich,A_catering_engineers,Vertas Group Limited,"2 Friars Bridge Rd, Ipswich IP1 1RR, UK",0330 175 8553,http://www.vertas.co.uk/
Ipswich,A_catering_engineers,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Ipswich,A_catering_engineers,MCT - Multi Catering Technologies,"Multi Catering Technologies, Airport Industrial Estate, Unit 43A Hurricane Way, Norwich NR6 6HE, UK",0800 224 8204,https://www.mctonline.co.uk/
Ipswich,A_catering_engineers,Cater Care Group Services Ltd,"Unit 14 The, Sterling Complex, Ipswich IP1 5AP, UK",01473 744666,
Ipswich,A_catering_engineers,Commercial Catering Engineers Anglia Limited,"29 Miller Cl, Hethersett, Norwich NR9 3GD, UK",01603 320270,https://cceanglia.co.uk/
Ipswich,A_catering_engineers,Anglia Catering Equipment Repairs,"Ind Estate, Unit 2 Ambassador Way, Yaxham Rd, Dereham NR20 3TL, UK",01953 851339,https://www.angliacks.co.uk/
Ipswich,B_equipment_repair,Chefs Catering Supplies Ltd,"Unit 14, Sterling Complex, 12A Farthing Rd, Ipswich IP1 5AP, UK",01473 240011,https://www.chefs-shop.co.uk/
Ipswich,B_equipment_repair,Ambit Maintenance,"16 Farthing Rd, Ipswich IP1 5AP, UK",01473 740447,https://ambitcatering.com/contact-us/
Ipswich,B_equipment_repair,Catercall Ltd,"114 Nacton Rd, Ipswich IP3 0NS, UK",07850 713695,https://catercall.co.uk/
Ipswich,B_equipment_repair,HTG Service,"106, Claydon Business Park, Great Blakenham, Ipswich IP6 0NL, UK",01473 350000,http://www.htgservice.co.uk/
Ipswich,B_equipment_repair,I E M Caterquip Ltd,"Brunel Rd, Ipswich IP2 0EF, UK",,http://www.vertas.co.uk/
Ipswich,B_equipment_repair,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Ipswich,B_equipment_repair,Anglia Catering Equipment Repairs,"Ind Estate, Unit 2 Ambassador Way, Yaxham Rd, Dereham NR20 3TL, UK",01953 851339,https://www.angliacks.co.uk/
Ipswich,B_equipment_repair,Marigold Engineers Ltd,"Unit 19 Moorside, Colchester CO1 2ZF, UK",01206 870863,http://www.marigolds.uk.com/
Ipswich,B_equipment_repair,MCT - Multi Catering Technologies,"Multi Catering Technologies, Airport Industrial Estate, Unit 43A Hurricane Way, Norwich NR6 6HE, UK",0800 224 8204,https://www.mctonline.co.uk/
Ipswich,B_equipment_repair,Phil Crouch Domestics,"4 Woodbridge Rd E, Ipswich IP4 5PA, UK",07505 468976,
Ipswich,B_equipment_repair,Catering Equipment Support Ltd,"Unit 12 Deer Park Farm Ind Est, Knowle Ln, Fair Oak, Eastleigh SO50 7DZ, UK",023 8000 6082,https://www.cateringequipmentsupport.co.uk/
Ipswich,B_equipment_repair,Commercial Catering Engineers Anglia Limited,"29 Miller Cl, Hethersett, Norwich NR9 3GD, UK",01603 320270,https://cceanglia.co.uk/
Ipswich,B_equipment_repair,Orion Stainless Fabrication,"Unit 14, The Sterling Complex, Industrial Estate, Farthing Rd, Ipswich IP1 5AP, UK",07842 246838,http://www.osf-ltd.com/
Ipswich,B_equipment_repair,CRS-epos,"94 Rushmere Rd, Ipswich IP4 4JY, UK",01473 723515,https://www.crs-epos.com/
Ipswich,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Ipswich,B_equipment_repair,Cater Care Group Services Ltd,"Unit 14 The, Sterling Complex, Ipswich IP1 5AP, UK",01473 744666,
Ipswich,B_equipment_repair,Commercial Catering Services,"Unit 12 Braiswick Place Laindon, North Industrial Estate, Basildon SS15 6EB, UK",01277 200500,https://www.ccscatercareltd.com/
Ipswich,B_equipment_repair,CaterTech,"Unit F, Orchard Business Units, Maurice Gaymer Rd, Attleborough NR17 2QZ, UK",01953 454200,http://catertechnorwich.co.uk/
Middlesbrough,A_catering_engineers,Sami & Sons,"Unit 1, Snowdon House, Snowdon Rd, Middlesbrough TS2 1LP, UK",01642 219970,http://www.sami-catering.com/
Middlesbrough,A_catering_engineers,United Catering Suppliers Ne Ltd,"Ron Turnbull Garages Ltd, Snowdon Rd, Middlesbrough TS2 1DB, UK",,
Middlesbrough,A_catering_engineers,Stainless Teesside,"Unite, 1H Warelands Way, Middlesbrough TS4 2JY, UK",07460 082281,
Middlesbrough,A_catering_engineers,Catertech North East Ltd,"31-32 Market St, Ferryhill DL17 8JH, UK",01740 652777,https://www.cater-tech.co.uk/
Middlesbrough,A_catering_engineers,Bendelow's Kitchen,"25 Newquay Cl, Hemlington, Middlesbrough TS8 9PS, UK",07411 319146,http://www.facebook.com/bendelowskitchen
Middlesbrough,A_catering_engineers,Harrison & Sons Catering Supplies,"Unit 31 Central Ave, Stockton-on-Tees, Billingham TS23 1LT, UK",07707 825148,https://www.harrisonandsonscatering.com/
Middlesbrough,A_catering_engineers,Engineering Installations (Teesside) LTD - EIT,"Skippers Lane Industrial Estate, 3 Owens Rd, Middlesbrough TS6 6HE, UK",01642 452471,http://www.enginst.co.uk/
Middlesbrough,A_catering_engineers,Jackson's Catering,"office only, 82 Grange Rd, Middlesbrough TS1 2LS, UK",01642 309330,http://www.catering-northeast.co.uk/
Middlesbrough,A_catering_engineers,Direct Line Supplies,"77 Sadler Forster Way, Thornaby, Stockton-on-Tees TS17 9JY, UK",01642 252121,https://dlsshop.co.uk/
Middlesbrough,A_catering_engineers,Blue Cap Caterers,"Beechwood & Easterside District Club/Broadwell Rd, Middlesbrough TS4 3PP, UK",07725 898544,http://bluecapcaterers.com/
Middlesbrough,A_catering_engineers,The Frying Doctor,"6 Chalford Oaks, Middlesbrough TS5 8QF, UK",,
Middlesbrough,A_catering_engineers,Direct Food Supplies,"6 Mickleton Rd, Middlesbrough TS2 1RQ, UK",01642 252527,http://directfoodsupplies.com/
